Name,URL,Price,Cores,Threads,Frequency (GHz),Cache (MB),Socket
"AMD Ryzen™ 5 5600XT Processeur, 6 Cœurs/12 Threads Débridés, Architecture Zen 4, 35Mo Cache, 65W TDP, Jusqu'à 4.7 GHz Fréquence Boost, Socket AM4, avec Wraith Stealth Ventilateur",https://www.amazon.fr/AMD-Processeur-Architecture-Fr%C3%A9quence-Ventilateur/dp/B0DJLWFRCH/ref=sr_1_22?c=ts&dib=eyJ2IjoiMSJ9.WC7BW1lzxnYZkA-_yMFVP4IZs67-nl9pi303EHAmVdAwJ_wJSDdG9hbQgq2KlblTTkEYdWKmGJGpGgnXDU2HX-bUh9Tz1yTFHeMf8w-tw5dU2Rp8gUSIOiCIjoXSuE3jh8vWc7S0ZRvPJiXwD99HuFSsAvJpdsMjKJklwHBSVMgEcriFVy6UjGRx5nGTuA9QYKo1SNd5n5LrYdoduemyw7f9zQxKko3JJG8BZ1MX6IMdMpTxtJP5TwnvXjArMjbmWKYoOnIGVoItK8e3k1yf0L1OWjAFLAJNUidDdKRLWW4.5YscFV-lNirVl_jhrnxd6hZw20DQdCEg7tdxLkM3Tgc&dib_tag=se&keywords=CPUs&qid=1760137833&s=computers&sr=1-22&ts_id=430352031,N/A,,12,4.7,35,AM4
"Intel® Core™ i7-12700KF, processeur pour PC de Bureau, 12 cœurs (8P+4E) jusqu'à 5,0 GHz, LGA1700 chipset série 600 125 W",https://www.amazon.fr/Processeur-Intel-i7-12700KF-Alder-Lake-S/dp/B09GYJJ1PT/ref=sr_1_23?c=ts&dib=eyJ2IjoiMSJ9.WC7BW1lzxnYZkA-_yMFVP4IZs67-nl9pi303EHAmVdAwJ_wJSDdG9hbQgq2KlblTTkEYdWKmGJGpGgnXDU2HX-bUh9Tz1yTFHeMf8w-tw5dU2Rp8gUSIOiCIjoXSuE3jh8vWc7S0ZRvPJiXwD99HuFSsAvJpdsMjKJklwHBSVMgEcriFVy6UjGRx5nGTuA9QYKo1SNd5n5LrYdoduemyw7f9zQxKko3JJG8BZ1MX6IMdMpTxtJP5TwnvXjArMjbmWKYoOnIGVoItK8e3k1yf0L1OWjAFLAJNUidDdKRLWW4.5YscFV-lNirVl_jhrnxd6hZw20DQdCEg7tdxLkM3Tgc&dib_tag=se&keywords=CPUs&qid=1760137833&s=computers&sr=1-23&ts_id=430352031,N/A,,,5.0,,LGA1700
"AMD Ryzen 5 7600 Processeur (Radeon Graphique Intégré, 6 Cœurs/12 Threads, 65W TDP, Socket AM5, Cache 38Mo, jusqu'à 5,1 GHz Fréquence Boost, avec Ventilateur wraith Stealth)",https://www.amazon.fr/AMD-7600-Processeur-Architecture-Fr%C3%A9quence/dp/B0BMQJWBDM/ref=sr_1_24?c=ts&dib=eyJ2IjoiMSJ9.WC7BW1lzxnYZkA-_yMFVP4IZs67-nl9pi303EHAmVdAwJ_wJSDdG9hbQgq2KlblTTkEYdWKmGJGpGgnXDU2HX-bUh9Tz1yTFHeMf8w-tw5dU2Rp8gUSIOiCIjoXSuE3jh8vWc7S0ZRvPJiXwD99HuFSsAvJpdsMjKJklwHBSVMgEcriFVy6UjGRx5nGTuA9QYKo1SNd5n5LrYdoduemyw7f9zQxKko3JJG8BZ1MX6IMdMpTxtJP5TwnvXjArMjbmWKYoOnIGVoItK8e3k1yf0L1OWjAFLAJNUidDdKRLWW4.5YscFV-lNirVl_jhrnxd6hZw20DQdCEg7tdxLkM3Tgc&dib_tag=se&keywords=CPUs&qid=1760137833&s=computers&sr=1-24&ts_id=430352031,"188,00 €",,12,5.1,38,AM5
"AMD Ryzen 7 8700F Processeur (8 Cœurs/16 Threads, Ryzen AI, 65W TDP, Socket AM5, Cache 24Mo, Jusqu'à 5,0 GHz Fréquence Boost, Ventilateur Wraith Stealth",https://www.amazon.fr/AMD-RyzenTM-8700F-Processeur-Architecture/dp/B0D2JCMP34/ref=sr_1_25?c=ts&dib=eyJ2IjoiMSJ9.2wUvR2Y7eHLYCeWK3H8nX6XdpwJrUlq7H_rqHopMu1v-v4eveNmU2_Q1LpERI4JH9l4gklw7q8Xf9ihQ_F-4DHUXdtJhtv7Vl0dnd11uW7IuiqnXSA2GRBG2gDJ8kh-41dYRdHW5JYShf9ROQjj-nSYqTIuxHdDCPh4dqvZEnytQgxwCm54z3F4JUNTiijitI1XSYkloTQ6Y-ng6VUZtu4vKAf1bifFoFqWe_hzC_JY8yuSNhUKcZ-Ncxw1sa2BycEMhGLoNki5cA8liEkMtli9zA9IIqeCksaO0y1PPs58.kYxgy2Ib_fUJ1z8tkOPBeZWY2E4Eev3AQe8m2G1W9wE&dib_tag=se&keywords=CPUs&qid=1760137840&s=computers&sr=1-25&ts_id=430352031&xpid=UQCCgQUsPuTWu,"196,65 €",,16,5.0,24,AM5
"AMD Ryzen 5 4500 Processeur (6 Coeurs/12 Threads, 65W DTP, Socket AM4, Cache 11Mo, jusqu'à 4.1 GHz Fréquence Boost, avec Ventilateur wraith Stealth)",https://www.amazon.fr/AMD-Ryzen-4500-Ventilateur-Stealth/dp/B09VCJN7HZ/ref=sr_1_26?c=ts&dib=eyJ2IjoiMSJ9.2wUvR2Y7eHLYCeWK3H8nX6XdpwJrUlq7H_rqHopMu1v-v4eveNmU2_Q1LpERI4JH9l4gklw7q8Xf9ihQ_F-4DHUXdtJhtv7Vl0dnd11uW7IuiqnXSA2GRBG2gDJ8kh-41dYRdHW5JYShf9ROQjj-nSYqTIuxHdDCPh4dqvZEnytQgxwCm54z3F4JUNTiijitI1XSYkloTQ6Y-ng6VUZtu4vKAf1bifFoFqWe_hzC_JY8yuSNhUKcZ-Ncxw1sa2BycEMhGLoNki5cA8liEkMtli9zA9IIqeCksaO0y1PPs58.kYxgy2Ib_fUJ1z8tkOPBeZWY2E4Eev3AQe8m2G1W9wE&dib_tag=se&keywords=CPUs&qid=1760137840&s=computers&sr=1-26&ts_id=430352031&xpid=UQCCgQUsPuTWu,"54,82 €",6,12,4.1,11,AM4
"AMD Ryzen 7 5700X3D Processeur avec La Technologie 3D V-Cache (8 Cœurs/16 Threads, 105W TDP, Socket AM4, 100Mo Cache, Jusqu'à 4,1 GHz Fréquence Boost, Pas de Ventilateur)",https://www.amazon.fr/AMD-5700X3D-Processeur-Architecture-Fr%C3%A9quence/dp/B0CQ4H4H7X/ref=sr_1_27?c=ts&dib=eyJ2IjoiMSJ9.2wUvR2Y7eHLYCeWK3H8nX6XdpwJrUlq7H_rqHopMu1v-v4eveNmU2_Q1LpERI4JH9l4gklw7q8Xf9ihQ_F-4DHUXdtJhtv7Vl0dnd11uW7IuiqnXSA2GRBG2gDJ8kh-41dYRdHW5JYShf9ROQjj-nSYqTIuxHdDCPh4dqvZEnytQgxwCm54z3F4JUNTiijitI1XSYkloTQ6Y-ng6VUZtu4vKAf1bifFoFqWe_hzC_JY8yuSNhUKcZ-Ncxw1sa2BycEMhGLoNki5cA8liEkMtli9zA9IIqeCksaO0y1PPs58.kYxgy2Ib_fUJ1z8tkOPBeZWY2E4Eev3AQe8m2G1W9wE&dib_tag=se&keywords=CPUs&qid=1760137840&s=computers&sr=1-27&ts_id=430352031&xpid=UQCCgQUsPuTWu,N/A,,16,4.1,100,AM4
Intel® Core™ i9-14900K Desktop Processor 24 Cores (8 P-Cores + 16 E-Cores) up to 6.0 GHz,https://www.amazon.fr/Intel%C2%AE-i9-14900K-Desktop-Processor-P-Cores/dp/B0CHBJGFBC/ref=sr_1_28?c=ts&dib=eyJ2IjoiMSJ9.2wUvR2Y7eHLYCeWK3H8nX6XdpwJrUlq7H_rqHopMu1v-v4eveNmU2_Q1LpERI4JH9l4gklw7q8Xf9ihQ_F-4DHUXdtJhtv7Vl0dnd11uW7IuiqnXSA2GRBG2gDJ8kh-41dYRdHW5JYShf9ROQjj-nSYqTIuxHdDCPh4dqvZEnytQgxwCm54z3F4JUNTiijitI1XSYkloTQ6Y-ng6VUZtu4vKAf1bifFoFqWe_hzC_JY8yuSNhUKcZ-Ncxw1sa2BycEMhGLoNki5cA8liEkMtli9zA9IIqeCksaO0y1PPs58.kYxgy2Ib_fUJ1z8tkOPBeZWY2E4Eev3AQe8m2G1W9wE&dib_tag=se&keywords=CPUs&qid=1760137840&s=computers&sr=1-28&ts_id=430352031&xpid=UQCCgQUsPuTWu,"459,00 €",24,,6.0,,
"Intel® Core™ i7-14700F, processeur pour PC de Bureau, 20 cœurs (8 P-Cores + 12 E-Cores) jusqu'à 5,4 GHz",https://www.amazon.fr/Intel%C2%AE-CoreTM-i7-14700F-processeur-P-cores/dp/B0CQ65ST43/ref=sr_1_29?c=ts&dib=eyJ2IjoiMSJ9.2wUvR2Y7eHLYCeWK3H8nX6XdpwJrUlq7H_rqHopMu1v-v4eveNmU2_Q1LpERI4JH9l4gklw7q8Xf9ihQ_F-4DHUXdtJhtv7Vl0dnd11uW7IuiqnXSA2GRBG2gDJ8kh-41dYRdHW5JYShf9ROQjj-nSYqTIuxHdDCPh4dqvZEnytQgxwCm54z3F4JUNTiijitI1XSYkloTQ6Y-ng6VUZtu4vKAf1bifFoFqWe_hzC_JY8yuSNhUKcZ-Ncxw1sa2BycEMhGLoNki5cA8liEkMtli9zA9IIqeCksaO0y1PPs58.kYxgy2Ib_fUJ1z8tkOPBeZWY2E4Eev3AQe8m2G1W9wE&dib_tag=se&keywords=CPUs&qid=1760137840&s=computers&sr=1-29&ts_id=430352031&xpid=UQCCgQUsPuTWu,N/A,,,5.4,,
"Intel® Core™ i5-13400F, processeur pour PC de Bureau, 10 cœurs (6 P-Cores + 4 E-Cores) 20 Mo de Cache, jusqu'à 4,6 GHz",https://www.amazon.fr/Intel-BX8071513400F-CPU-Core-i5-13400F/dp/B0BN61LYFB/ref=sr_1_30?c=ts&dib=eyJ2IjoiMSJ9.2wUvR2Y7eHLYCeWK3H8nX6XdpwJrUlq7H_rqHopMu1v-v4eveNmU2_Q1LpERI4JH9l4gklw7q8Xf9ihQ_F-4DHUXdtJhtv7Vl0dnd11uW7IuiqnXSA2GRBG2gDJ8kh-41dYRdHW5JYShf9ROQjj-nSYqTIuxHdDCPh4dqvZEnytQgxwCm54z3F4JUNTiijitI1XSYkloTQ6Y-ng6VUZtu4vKAf1bifFoFqWe_hzC_JY8yuSNhUKcZ-Ncxw1sa2BycEMhGLoNki5cA8liEkMtli9zA9IIqeCksaO0y1PPs58.kYxgy2Ib_fUJ1z8tkOPBeZWY2E4Eev3AQe8m2G1W9wE&dib_tag=se&keywords=CPUs&qid=1760137840&s=computers&sr=1-30&ts_id=430352031&xpid=UQCCgQUsPuTWu,N/A,,,4.6,20,
"Intel® Core™ i5-13600KF, processeur pour PC de Bureau, 14 cœurs (6 P-Cores + 8 E-Cores) 24 Mo de Cache, jusqu'à 5,1 GHz",https://www.amazon.fr/Intel-BX8071513600KF-CPU-Core-i5-13600KF/dp/B0BG64N549/ref=sr_1_31?c=ts&dib=eyJ2IjoiMSJ9.2wUvR2Y7eHLYCeWK3H8nX6XdpwJrUlq7H_rqHopMu1v-v4eveNmU2_Q1LpERI4JH9l4gklw7q8Xf9ihQ_F-4DHUXdtJhtv7Vl0dnd11uW7IuiqnXSA2GRBG2gDJ8kh-41dYRdHW5JYShf9ROQjj-nSYqTIuxHdDCPh4dqvZEnytQgxwCm54z3F4JUNTiijitI1XSYkloTQ6Y-ng6VUZtu4vKAf1bifFoFqWe_hzC_JY8yuSNhUKcZ-Ncxw1sa2BycEMhGLoNki5cA8liEkMtli9zA9IIqeCksaO0y1PPs58.kYxgy2Ib_fUJ1z8tkOPBeZWY2E4Eev3AQe8m2G1W9wE&dib_tag=se&keywords=CPUs&qid=1760137840&s=computers&sr=1-31&ts_id=430352031&xpid=UQCCgQUsPuTWu,"215,00 €",,,5.1,24,
"Intel® Core™ i7-14700, processeur pour PC de Bureau, 20 cœurs (8 P-Cores + 12 E-Cores) jusqu'à 5,4 GHz",https://www.amazon.fr/Intel%C2%AE-CoreTM-i7-14700-processeur-P-cores/dp/B0CQ2YMZ8X/ref=sr_1_32?c=ts&dib=eyJ2IjoiMSJ9.2wUvR2Y7eHLYCeWK3H8nX6XdpwJrUlq7H_rqHopMu1v-v4eveNmU2_Q1LpERI4JH9l4gklw7q8Xf9ihQ_F-4DHUXdtJhtv7Vl0dnd11uW7IuiqnXSA2GRBG2gDJ8kh-41dYRdHW5JYShf9ROQjj-nSYqTIuxHdDCPh4dqvZEnytQgxwCm54z3F4JUNTiijitI1XSYkloTQ6Y-ng6VUZtu4vKAf1bifFoFqWe_hzC_JY8yuSNhUKcZ-Ncxw1sa2BycEMhGLoNki5cA8liEkMtli9zA9IIqeCksaO0y1PPs58.kYxgy2Ib_fUJ1z8tkOPBeZWY2E4Eev3AQe8m2G1W9wE&dib_tag=se&keywords=CPUs&qid=1760137840&s=computers&sr=1-32&ts_id=430352031&xpid=UQCCgQUsPuTWu,N/A,,,5.4,,
"AMD Ryzen 5 8500G Processeur (Radeon Graphique Intégré, 6 Cœurs/12 Threads, 65W TDP, Socket AM5, Cache 22Mo, Jusqu'à 5 GHz Fréquence Boost, Ventilateur Wraith Stealth)",https://www.amazon.fr/AMD-8500G-Processeur-D%C3%A9brid%C3%A9s-Architecture/dp/B0CQ4JV8D5/ref=sr_1_33?c=ts&dib=eyJ2IjoiMSJ9.2wUvR2Y7eHLYCeWK3H8nX6XdpwJrUlq7H_rqHopMu1v-v4eveNmU2_Q1LpERI4JH9l4gklw7q8Xf9ihQ_F-4DHUXdtJhtv7Vl0dnd11uW7IuiqnXSA2GRBG2gDJ8kh-41dYRdHW5JYShf9ROQjj-nSYqTIuxHdDCPh4dqvZEnytQgxwCm54z3F4JUNTiijitI1XSYkloTQ6Y-ng6VUZtu4vKAf1bifFoFqWe_hzC_JY8yuSNhUKcZ-Ncxw1sa2BycEMhGLoNki5cA8liEkMtli9zA9IIqeCksaO0y1PPs58.kYxgy2Ib_fUJ1z8tkOPBeZWY2E4Eev3AQe8m2G1W9wE&dib_tag=se&keywords=CPUs&qid=1760137840&s=computers&sr=1-33&ts_id=430352031&xpid=UQCCgQUsPuTWu,N/A,,12,5,22,AM5
"AMD Ryzen 9 5900X Processeur (12 Cœurs/24 Threads, 105W TDP, Socket AM4, Cache 70Mo, jusqu'à 4,8Gh Fréquence Boost, sans Ventilateur)",https://www.amazon.fr/AMD-Ryzen-9-5900X-RyzenTM/dp/B08164VTWH/ref=sr_1_34?c=ts&dib=eyJ2IjoiMSJ9.2wUvR2Y7eHLYCeWK3H8nX6XdpwJrUlq7H_rqHopMu1v-v4eveNmU2_Q1LpERI4JH9l4gklw7q8Xf9ihQ_F-4DHUXdtJhtv7Vl0dnd11uW7IuiqnXSA2GRBG2gDJ8kh-41dYRdHW5JYShf9ROQjj-nSYqTIuxHdDCPh4dqvZEnytQgxwCm54z3F4JUNTiijitI1XSYkloTQ6Y-ng6VUZtu4vKAf1bifFoFqWe_hzC_JY8yuSNhUKcZ-Ncxw1sa2BycEMhGLoNki5cA8liEkMtli9zA9IIqeCksaO0y1PPs58.kYxgy2Ib_fUJ1z8tkOPBeZWY2E4Eev3AQe8m2G1W9wE&dib_tag=se&keywords=CPUs&qid=1760137840&s=computers&sr=1-34&ts_id=430352031&xpid=UQCCgQUsPuTWu,N/A,,24,,70,AM4
"AMD Ryzen 5 5600G Processeur (Radeon Graphique Intégré, 6 Coeurs/12 Threads, 65W TDP, Socket AM4, Cache 19Mo, jusqu'à 4,4Ghz Fréquence Boost, Ventilateur wraith Stealth)",https://www.amazon.fr/AMD-Ryzen-5600G-processeur-Bo%C3%AEte/dp/B092L9GF5N/ref=sr_1_35?c=ts&dib=eyJ2IjoiMSJ9.2wUvR2Y7eHLYCeWK3H8nX6XdpwJrUlq7H_rqHopMu1v-v4eveNmU2_Q1LpERI4JH9l4gklw7q8Xf9ihQ_F-4DHUXdtJhtv7Vl0dnd11uW7IuiqnXSA2GRBG2gDJ8kh-41dYRdHW5JYShf9ROQjj-nSYqTIuxHdDCPh4dqvZEnytQgxwCm54z3F4JUNTiijitI1XSYkloTQ6Y-ng6VUZtu4vKAf1bifFoFqWe_hzC_JY8yuSNhUKcZ-Ncxw1sa2BycEMhGLoNki5cA8liEkMtli9zA9IIqeCksaO0y1PPs58.kYxgy2Ib_fUJ1z8tkOPBeZWY2E4Eev3AQe8m2G1W9wE&dib_tag=se&keywords=CPUs&qid=1760137840&s=computers&sr=1-35&ts_id=430352031&xpid=UQCCgQUsPuTWu,N/A,6,12,4.4,19,AM4
"Intel® Core™ i5-12600K Processeur débloqué pour PC de Bureau, 10 cœurs (6P+4E) jusqu'à 4,9 GHz, LGA1700, chipset série 600 125 W",https://www.amazon.fr/Processeur-Intel-i5-12600K-Alder-Lake-S/dp/B09GYHXDHH/ref=sr_1_36?c=ts&dib=eyJ2IjoiMSJ9.2wUvR2Y7eHLYCeWK3H8nX6XdpwJrUlq7H_rqHopMu1v-v4eveNmU2_Q1LpERI4JH9l4gklw7q8Xf9ihQ_F-4DHUXdtJhtv7Vl0dnd11uW7IuiqnXSA2GRBG2gDJ8kh-41dYRdHW5JYShf9ROQjj-nSYqTIuxHdDCPh4dqvZEnytQgxwCm54z3F4JUNTiijitI1XSYkloTQ6Y-ng6VUZtu4vKAf1bifFoFqWe_hzC_JY8yuSNhUKcZ-Ncxw1sa2BycEMhGLoNki5cA8liEkMtli9zA9IIqeCksaO0y1PPs58.kYxgy2Ib_fUJ1z8tkOPBeZWY2E4Eev3AQe8m2G1W9wE&dib_tag=se&keywords=CPUs&qid=1760137840&s=computers&sr=1-36&ts_id=430352031&xpid=UQCCgQUsPuTWu,N/A,,,4.9,,LGA1700
"AMD Ryzen 9 7950X Processeur (Integrated Radeon Graphics,16 Coeurs/32 Threads,170W TDP, Socket AM5, Cache 80MB, jusqu'à 5.7 GHz Fréquence Boost, Pas de Ventilateur)",https://www.amazon.fr/AMD-7950X-Processeur-Architecture-Fr%C3%A9quence/dp/B0BBHD5D8Y/ref=sr_1_37?c=ts&dib=eyJ2IjoiMSJ9.2wUvR2Y7eHLYCeWK3H8nX6XdpwJrUlq7H_rqHopMu1v-v4eveNmU2_Q1LpERI4JH9l4gklw7q8Xf9ihQ_F-4DHUXdtJhtv7Vl0dnd11uW7IuiqnXSA2GRBG2gDJ8kh-41dYRdHW5JYShf9ROQjj-nSYqTIuxHdDCPh4dqvZEnytQgxwCm54z3F4JUNTiijitI1XSYkloTQ6Y-ng6VUZtu4vKAf1bifFoFqWe_hzC_JY8yuSNhUKcZ-Ncxw1sa2BycEMhGLoNki5cA8liEkMtli9zA9IIqeCksaO0y1PPs58.kYxgy2Ib_fUJ1z8tkOPBeZWY2E4Eev3AQe8m2G1W9wE&dib_tag=se&keywords=CPUs&qid=1760137840&s=computers&sr=1-37&ts_id=430352031&xpid=UQCCgQUsPuTWu,N/A,16,32,5.7,80,AM5
"AMD Ryzen™ 9 9900X3D avec Technologie 3D V-Cache™, 12 cœurs/24 Threads, 140 Mo de Cache, TDP 120 W, Socket AM5, fréquence Max jusqu'à 5,5 GHz, DDR5 et PCIe 5.0",https://www.amazon.fr/Processeur-AMD-Technologie-V-CacheTM-fr%C3%A9quence/dp/B0DWGWN8GY/ref=sr_1_38?c=ts&dib=eyJ2IjoiMSJ9.2wUvR2Y7eHLYCeWK3H8nX6XdpwJrUlq7H_rqHopMu1v-v4eveNmU2_Q1LpERI4JH9l4gklw7q8Xf9ihQ_F-4DHUXdtJhtv7Vl0dnd11uW7IuiqnXSA2GRBG2gDJ8kh-41dYRdHW5JYShf9ROQjj-nSYqTIuxHdDCPh4dqvZEnytQgxwCm54z3F4JUNTiijitI1XSYkloTQ6Y-ng6VUZtu4vKAf1bifFoFqWe_hzC_JY8yuSNhUKcZ-Ncxw1sa2BycEMhGLoNki5cA8liEkMtli9zA9IIqeCksaO0y1PPs58.kYxgy2Ib_fUJ1z8tkOPBeZWY2E4Eev3AQe8m2G1W9wE&dib_tag=se&keywords=CPUs&qid=1760137840&s=computers&sr=1-38&ts_id=430352031&xpid=UQCCgQUsPuTWu,N/A,,24,5.5,140,AM5
"AMD AM5 Ryzen 5 8400F Tray 4,7GHz Max 6xCore 12xThread 22MB 65W",https://www.amazon.fr/AMD-Ryzen-8400F-6xCore-12xThread/dp/B0DDQ4KRPR/ref=sr_1_39?c=ts&dib=eyJ2IjoiMSJ9.2wUvR2Y7eHLYCeWK3H8nX6XdpwJrUlq7H_rqHopMu1v-v4eveNmU2_Q1LpERI4JH9l4gklw7q8Xf9ihQ_F-4DHUXdtJhtv7Vl0dnd11uW7IuiqnXSA2GRBG2gDJ8kh-41dYRdHW5JYShf9ROQjj-nSYqTIuxHdDCPh4dqvZEnytQgxwCm54z3F4JUNTiijitI1XSYkloTQ6Y-ng6VUZtu4vKAf1bifFoFqWe_hzC_JY8yuSNhUKcZ-Ncxw1sa2BycEMhGLoNki5cA8liEkMtli9zA9IIqeCksaO0y1PPs58.kYxgy2Ib_fUJ1z8tkOPBeZWY2E4Eev3AQe8m2G1W9wE&dib_tag=se&keywords=CPUs&qid=1760137840&s=computers&sr=1-39&ts_id=430352031&xpid=UQCCgQUsPuTWu,N/A,,,4.7,22,AM5
"Intel Core i5–2400 3,10 GHz Processeur Quad-Core (certifié reconditionné)",https://www.amazon.fr/Intel-i5-2400-Processeur-Quad-Core-reconditionn%C3%A9/dp/B07HB5189S/ref=sr_1_40?c=ts&dib=eyJ2IjoiMSJ9.2wUvR2Y7eHLYCeWK3H8nX6XdpwJrUlq7H_rqHopMu1v-v4eveNmU2_Q1LpERI4JH9l4gklw7q8Xf9ihQ_F-4DHUXdtJhtv7Vl0dnd11uW7IuiqnXSA2GRBG2gDJ8kh-41dYRdHW5JYShf9ROQjj-nSYqTIuxHdDCPh4dqvZEnytQgxwCm54z3F4JUNTiijitI1XSYkloTQ6Y-ng6VUZtu4vKAf1bifFoFqWe_hzC_JY8yuSNhUKcZ-Ncxw1sa2BycEMhGLoNki5cA8liEkMtli9zA9IIqeCksaO0y1PPs58.kYxgy2Ib_fUJ1z8tkOPBeZWY2E4Eev3AQe8m2G1W9wE&dib_tag=se&keywords=CPUs&qid=1760137840&s=computers&sr=1-40&ts_id=430352031&xpid=UQCCgQUsPuTWu,"39,90 €",,,3.10,,
"Intel Processeur Core i7 i7-9700K Octa-core [8 Core] 3,60 GHz - Socket H4 LGA-1151 - Pack OEM",https://www.amazon.fr/Intel-i7-9700K-Coffee-Processeur-m%C3%A9moire/dp/B09238FZVP/ref=sr_1_41?c=ts&dib=eyJ2IjoiMSJ9.2wUvR2Y7eHLYCeWK3H8nX6XdpwJrUlq7H_rqHopMu1v-v4eveNmU2_Q1LpERI4JH9l4gklw7q8Xf9ihQ_F-4DHUXdtJhtv7Vl0dnd11uW7IuiqnXSA2GRBG2gDJ8kh-41dYRdHW5JYShf9ROQjj-nSYqTIuxHdDCPh4dqvZEnytQgxwCm54z3F4JUNTiijitI1XSYkloTQ6Y-ng6VUZtu4vKAf1bifFoFqWe_hzC_JY8yuSNhUKcZ-Ncxw1sa2BycEMhGLoNki5cA8liEkMtli9zA9IIqeCksaO0y1PPs58.kYxgy2Ib_fUJ1z8tkOPBeZWY2E4Eev3AQe8m2G1W9wE&dib_tag=se&keywords=CPUs&qid=1760137840&s=computers&sr=1-41&ts_id=430352031&xpid=UQCCgQUsPuTWu,N/A,8,,3.60,,LGA1151
"Intel Core i3-9300 processeur 3,7 GHz 8 Mo Smart Cache Boîte",https://www.amazon.fr/Intel-i3-9300-processeur-Bo%C3%AEte-Smart/dp/B07S8DWC81/ref=sr_1_42?c=ts&dib=eyJ2IjoiMSJ9.2wUvR2Y7eHLYCeWK3H8nX6XdpwJrUlq7H_rqHopMu1v-v4eveNmU2_Q1LpERI4JH9l4gklw7q8Xf9ihQ_F-4DHUXdtJhtv7Vl0dnd11uW7IuiqnXSA2GRBG2gDJ8kh-41dYRdHW5JYShf9ROQjj-nSYqTIuxHdDCPh4dqvZEnytQgxwCm54z3F4JUNTiijitI1XSYkloTQ6Y-ng6VUZtu4vKAf1bifFoFqWe_hzC_JY8yuSNhUKcZ-Ncxw1sa2BycEMhGLoNki5cA8liEkMtli9zA9IIqeCksaO0y1PPs58.kYxgy2Ib_fUJ1z8tkOPBeZWY2E4Eev3AQe8m2G1W9wE&dib_tag=se&keywords=CPUs&qid=1760137840&s=computers&sr=1-42&ts_id=430352031&xpid=UQCCgQUsPuTWu,N/A,,,3.7,8,
